head_label,tail_label,head_name,tail_name,ans
AB14494,KS0832,真兩件雙層荷葉領雪紡襯衫/上衣,台灣製褲口開衩抽繩運動寬褲,fit
AB14494,BA6271,真兩件雙層荷葉領雪紡襯衫/上衣,渡假風修身滿版印花腰鬆緊寬褲裙,fit
AB14494,KG1083,真兩件雙層荷葉領雪紡襯衫/上衣,率性挖洞腰鬆緊抽繩棉長褲,not_fit
AB14494,BA6101,真兩件雙層荷葉領雪紡襯衫/上衣,高腰排釦褲管抽鬚彈力牛仔褲,fit
AB14503,BA6122,荷葉領鏤空蕾絲紋理開襟上衣,造型腰頭後腰鬆緊直筒褲/長褲,fit
AB14503,BA6361,荷葉領鏤空蕾絲紋理開襟上衣,撞色綁帶後鬆緊口袋打褶寬版長褲/寬褲,fit
AB14503,CA2389,荷葉領鏤空蕾絲紋理開襟上衣,圓點普普風蛋糕A字傘襬長裙,fit
AB14503,KG1080,荷葉領鏤空蕾絲紋理開襟上衣,復古點點柔美紗裙,fit
AB14503,BA6341,荷葉領鏤空蕾絲紋理開襟上衣,高含棉率性刷色輕盈丹寧/牛仔寬褲,fit
AB14503,CA2368,荷葉領鏤空蕾絲紋理開襟上衣,涼爽雪紡滿版碎花腰鬆緊傘襬長裙,fit
AB14503,BA6196,荷葉領鏤空蕾絲紋理開襟上衣,清涼關係學．涼感超彈布高腰收腹打褶直筒褲,fit
AB14503,CA2365,荷葉領鏤空蕾絲紋理開襟上衣,浪漫滿版印花修身後鬆緊A字長裙,not_fit
AB14503,BA6097,荷葉領鏤空蕾絲紋理開襟上衣,氣質純色長版寬褲,fit
AB14503,KS0816,荷葉領鏤空蕾絲紋理開襟上衣,台灣製率性織帶抽繩休閒運動褲,not_fit
AB14503,BA6244,荷葉領鏤空蕾絲紋理開襟上衣,俐落側腰鬆緊直筒九分褲/西裝褲,fit
AB14503,KG1069,荷葉領鏤空蕾絲紋理開襟上衣,格紋英文刺繡下襬抽鬚短裙,not_fit
AB14503,BA6317,荷葉領鏤空蕾絲紋理開襟上衣,含棉牛仔刷破抽鬚寬版直筒長褲,fit
AB14503,CA2402,荷葉領鏤空蕾絲紋理開襟上衣,風格人物．胡貝寶 純棉造型斜排釦短裙,fit
AB14503,KG1106,荷葉領鏤空蕾絲紋理開襟上衣,不易皺配色線條英文刺繡短裙,not_fit
AB14503,BA6125,荷葉領鏤空蕾絲紋理開襟上衣,氣質傘狀雪紡高腰短褲,fit
AB14503,CA2280,荷葉領鏤空蕾絲紋理開襟上衣,滿版印花側綁帶雪紡短裙,fit
AB14503,BA6359,荷葉領鏤空蕾絲紋理開襟上衣,純色棉麻腰鬆緊抽繩口袋寬褲裙,fit
AB14503,BA6142,荷葉領鏤空蕾絲紋理開襟上衣,純色修身後鬆緊百褶七分寬褲裙,fit
AB14503,KB1219,荷葉領鏤空蕾絲紋理開襟上衣,薯條KITTY印花鬆緊腰修身反褶長褲,not_fit
AB14526,BA6078,質感刺繡立體珠飾彈性短袖上衣,質感雪紡鬆緊口袋直筒寬褲,fit
AB14526,KB1184,質感刺繡立體珠飾彈性短袖上衣,清涼關係學．涼感 速食kitty涼感修身傘狀短褲,fit
AB14526,BA6246,質感刺繡立體珠飾彈性短袖上衣,純色高含棉拼接排釦腰鬆緊寬褲裙,fit
AB14526,KG1091,質感刺繡立體珠飾彈性短袖上衣,格紋涼感打褶腰鬆緊短褲裙(附腰帶),fit
AB14526,BA6094,質感刺繡立體珠飾彈性短袖上衣,高腰修身彈力牛仔不對稱破損喇叭長褲,fit
AB14526,CA2303,質感刺繡立體珠飾彈性短袖上衣,雲朵自訂款-甜美微性感不對稱拼接腰鬆緊長裙,fit
AB14526,KG1108,質感刺繡立體珠飾彈性短袖上衣,台灣製造．英文刺繡織帶腰鬆緊短褲,fit
AB14526,BA6349,質感刺繡立體珠飾彈性短袖上衣,可拆式腰帶直筒口袋九分西裝褲,fit
AB14526,CA2397,質感刺繡立體珠飾彈性短袖上衣,高含棉涼爽後鬆緊綁結開衩中長裙,fit
AB14526,CA2341,質感刺繡立體珠飾彈性短袖上衣,牛仔高腰造型袖綁帶七分A字裙,fit
AB14526,CA2382,質感刺繡立體珠飾彈性短袖上衣,風格人物．胡貝寶 造型拼接不規則彈力牛仔裙,fit
AB14526,CA2351,質感刺繡立體珠飾彈性短袖上衣,純色觸膚涼感腰鬆緊綁帶傘襬長裙,fit
AB14526,BA6380,質感刺繡立體珠飾彈性短袖上衣,都會女伶知性細格紋高腰打褶寬褲,fit
AB14526,BA6209,質感刺繡立體珠飾彈性短袖上衣,質感高腰打褶排釦格紋寬版短褲,fit
AB14526,CA2320,質感刺繡立體珠飾彈性短袖上衣,簡約純色涼感不易皺開衩合身裙,fit
AB14526,BA6137,質感刺繡立體珠飾彈性短袖上衣,-5KG高彈收腹塑型輕盈七分牛仔褲,fit
AB14526,CA2253,質感刺繡立體珠飾彈性短袖上衣,造型飾釦側打褶A字短裙,fit
AB14526,BA6169,質感刺繡立體珠飾彈性短袖上衣,彈力牛仔高腰纖瘦落地寬褲,fit
AB14526,BA6145,質感刺繡立體珠飾彈性短袖上衣,涼感彈性不易皺連身長褲(附綁帶),wrong
AB14526,CA2415,質感刺繡立體珠飾彈性短袖上衣,高含棉OL排釦彈性腰短裙．有內裡,fit
AB14546,CA2281,厚雪紡多色蝴蝶結綁帶上衣,純色高含棉修身高腰A字短褲裙,fit
AB14546,BA6349,厚雪紡多色蝴蝶結綁帶上衣,可拆式腰帶直筒口袋九分西裝褲,fit
AB14546,BA6366,厚雪紡多色蝴蝶結綁帶上衣,涼感造型口袋高含棉A字短褲(附皮帶),fit
AB14546,KG1092,厚雪紡多色蝴蝶結綁帶上衣,風格人物 焦凡凡．腰頭打褶落地小喇叭寬褲,fit
AB14546,CA2276,厚雪紡多色蝴蝶結綁帶上衣,高含棉腰鬆緊口袋五分波浪裙,fit
AB14546,BA6246,厚雪紡多色蝴蝶結綁帶上衣,純色高含棉拼接排釦腰鬆緊寬褲裙,fit
AB14546,CA2309,厚雪紡多色蝴蝶結綁帶上衣,氣質幾何印花鉛筆裙,fit
AB14546,BA6289,厚雪紡多色蝴蝶結綁帶上衣,純色質感後鬆緊排釦造型短褲,fit
AB14546,BA6311,厚雪紡多色蝴蝶結綁帶上衣,高腰排釦水洗破壞抽鬚牛仔/丹寧短褲,fit
AB14546,BA6059,厚雪紡多色蝴蝶結綁帶上衣,輕薄涼感腰鬆緊直筒七分褲,fit
AB14546,BA6134,厚雪紡多色蝴蝶結綁帶上衣,視覺-5KG．清涼關係學涼感超彈布高腰鬆緊塑腹窄管褲,fit
AB14546,BA6241,厚雪紡多色蝴蝶結綁帶上衣,韓系造型袋蓋琥珀排釦短褲,fit
AB14546,BA6088,厚雪紡多色蝴蝶結綁帶上衣,彈力牛仔高腰造型腰頭窄管長褲,fit
AB14546,CA2259,厚雪紡多色蝴蝶結綁帶上衣,滿版印花腰鬆緊內裡傘擺長裙,fit
AB14546,BA6273,厚雪紡多色蝴蝶結綁帶上衣,高含棉格紋腰鬆緊口袋七分哈倫褲,fit
AB14546,BA6113,厚雪紡多色蝴蝶結綁帶上衣,兩穿可拆式！綁帶高腰打褶腰短褲,not_fit
AB14546,KS0797,厚雪紡多色蝴蝶結綁帶上衣,造型車線彈力抽繩縮口褲/運動褲,not_fit
AB14546,BA6159,厚雪紡多色蝴蝶結綁帶上衣,修身剪裁口袋造型寬版牛仔褲,fit
AB14546,KG1083,厚雪紡多色蝴蝶結綁帶上衣,率性挖洞腰鬆緊抽繩棉長褲,not_fit
AB14546,BA6254,厚雪紡多色蝴蝶結綁帶上衣,V領不易皺波點雪紡五分袖連身長褲,wrong
AB14547,BA6195,高含棉兩面穿親膚仿牛仔面料上衣,高含棉鬆緊腰鈕釦造型多口袋短褲/五分褲,fit
AB14547,BA6362,高含棉兩面穿親膚仿牛仔面料上衣,撞色配色裝飾後腰鬆緊西裝短褲,fit
AB14547,BA6327,高含棉兩面穿親膚仿牛仔面料上衣,簡約修飾！高含棉造型綁帶後鬆緊A字短褲,fit
AB14547,BA6286,高含棉兩面穿親膚仿牛仔面料上衣,觸膚涼感光澤丹寧腰鬆緊口袋七分寬褲,fit
AB14547,CA2318,高含棉兩面穿親膚仿牛仔面料上衣,浪漫印花雪紡不易皺百褶長裙,fit
AB14547,BA6364,高含棉兩面穿親膚仿牛仔面料上衣,高含棉．後腰彈性抽鬚大口袋短褲,fit
AB14547,BA6206,高含棉兩面穿親膚仿牛仔面料上衣,高含棉釘釦造型腰帶牛仔落地寬褲,fit
AB14547,BA6166,高含棉兩面穿親膚仿牛仔面料上衣,簡約修身純色不易皺西裝褲,fit
AB14547,BA6316,高含棉兩面穿親膚仿牛仔面料上衣,高含棉牛仔高腰破損抽鬚寬版長褲,fit
AB14547,BA6129,高含棉兩面穿親膚仿牛仔面料上衣,視覺-5KG．清涼關係學涼感超彈布高挑名模喇叭九分褲,fit
AB14547,BA6140,高含棉兩面穿親膚仿牛仔面料上衣,清涼關係學．涼感輕薄高彈開衩落地喇叭長褲,fit
AB14547,CA2266,高含棉兩面穿親膚仿牛仔面料上衣,金屬寬腰帶傘襬飄逸滑順長裙,fit
AB14547,CA2322,高含棉兩面穿親膚仿牛仔面料上衣,質感造型翻蓋口袋A-LINE中長裙,fit
AB14547,BA6304,高含棉兩面穿親膚仿牛仔面料上衣,滿版印花夏日風情粗肩帶無袖連身褲,wrong
AB14547,BA6112,高含棉兩面穿親膚仿牛仔面料上衣,清涼關係學．涼感冰箱空氣紗印花腰鬆緊落地闊腿褲,fit
AB14547,BA6299,高含棉兩面穿親膚仿牛仔面料上衣,高含棉丹寧牛仔寬版直筒七分褲,fit
AB14547,CA2297,高含棉兩面穿親膚仿牛仔面料上衣,高含棉不對稱口袋修身A字短裙,fit
AB14547,CA2310,高含棉兩面穿親膚仿牛仔面料上衣,高含棉牛仔剪接刷色抽鬚魚尾長裙,fit
AB14547,BA6262,高含棉兩面穿親膚仿牛仔面料上衣,觸膚涼感格紋腰鬆緊抽繩縮口長寬褲,fit
AB14547,BA6165,高含棉兩面穿親膚仿牛仔面料上衣,蝴蝶結綁帶腰鬆緊雪紡飄逸褲裙,fit
AB14548,KG1048,V領滿版印花七分袖長袖上衣,高含棉斜紋不對稱下襬抽鬚短裙,fit
AB14548,CA2351,V領滿版印花七分袖長袖上衣,純色觸膚涼感腰鬆緊綁帶傘襬長裙,fit
AB14548,BA6191,V領滿版印花七分袖長袖上衣,清涼關係學．涼感超彈布多色腰鬆緊纖瘦七分褲,fit
AB14548,CA2260,V領滿版印花七分袖長袖上衣,高含棉高腰後鬆緊排釦造型Ａ字裙,fit
AB14548,BA6092,V領滿版印花七分袖長袖上衣,高含棉釦環腰帶直筒中腰牛仔落地寬褲,fit
AB14548,CA2273,V領滿版印花七分袖長袖上衣,造型腰頭側綁帶腰鬆緊後開衩A字裙,fit
AB14548,BA6210,V領滿版印花七分袖長袖上衣,輕柔飄逸雪紡腰後鬆緊寬褲裙,fit
AB14548,BA6082,V領滿版印花七分袖長袖上衣,清新舒爽簡約不對稱腰頭直筒長褲,fit
AB14548,BA6173,V領滿版印花七分袖長袖上衣,不易皺後鬆緊寬鬆直筒反摺西裝褲,fit
AB14548,CA2412,V領滿版印花七分袖長袖上衣,滿版印花層次A-Line荷葉魚尾短裙,not_fit
AB14548,CA2359,V領滿版印花七分袖長袖上衣,高含棉排釦後鬆緊不對稱斜紋短裙,fit
AB14548,BA6321,V領滿版印花七分袖長袖上衣,修身高腰收腹排釦開衩牛仔喇叭長褲,fit
AB14548,BA6083,V領滿版印花七分袖長袖上衣,純色高含棉彈力腰鬆緊直筒長褲,fit
AB14548,BA6396,V領滿版印花七分袖長袖上衣,質感彈力金線坑條鬆緊腰修身寬褲,fit
AB14548,BA6213,V領滿版印花七分袖長袖上衣,V領涼感氣質排釦無袖連身褲,wrong
AB14548,BA6048,V領滿版印花七分袖長袖上衣,純色觸膚涼感修身彈力腰鬆緊寬長褲,fit
AB14548,BA6202,V領滿版印花七分袖長袖上衣,清涼關係學．涼感純色鬆緊休閒實搭抽繩短褲,fit
AB14548,BA6170,V領滿版印花七分袖長袖上衣,雲朵自訂款-不對稱反折腰頭五分牛仔褲,fit
AB14548,CA2375,V領滿版印花七分袖長袖上衣,輕婚紗．透膚雙層層次蕾絲長紗裙,fit
AB14548,BA6239,V領滿版印花七分袖長袖上衣,滿版個性印花纖瘦腰鬆緊長寬褲,not_fit
AB14554,CA2370,雪紡繡花袖打褶長板上衣,知性條紋不對稱飄逸中長裙,fit
AB14554,BA6287,雪紡繡花袖打褶長板上衣,高含棉舒適輕薄簡約純色長褲(附腰帶),fit
AB14554,BA6167,雪紡繡花袖打褶長板上衣,高腰不對稱牛仔落地寬褲,fit
AB14554,BA6360,雪紡繡花袖打褶長板上衣,風格人物．胡貝寶 純棉直條紋直筒西裝褲,fit
AB14554,CA2356,雪紡繡花袖打褶長板上衣,撞色拼接側拉鍊A字剪裁纖瘦中長裙,fit
AB14554,KG1155,雪紡繡花袖打褶長板上衣,小宇宙刺繡抽繩鬆緊腰休閒短褲,wrong
AB14554,BA6324,雪紡繡花袖打褶長板上衣,抽鬚纖腿美型開衩小喇叭彈力牛仔褲,fit
AB14554,BA6252,雪紡繡花袖打褶長板上衣,不易皺雪紡吊帶打褶連身西裝寬褲,wrong
AB14554,CA2360,雪紡繡花袖打褶長板上衣,浪漫鏤空蕾絲腰後鬆緊魚尾長裙,fit
AB14554,BA6243,雪紡繡花袖打褶長板上衣,涼爽不易皺簡約純色不對稱短褲裙,fit
AB14554,CA2400,雪紡繡花袖打褶長板上衣,簡約剪裁及膝修飾A字裙,fit
AB14554,KG1091,雪紡繡花袖打褶長板上衣,格紋涼感打褶腰鬆緊短褲裙(附腰帶),fit
AB14554,CA2327,雪紡繡花袖打褶長板上衣,滿版小花浪漫荷葉邊全腰鬆緊長裙,fit
AB14554,KS0826,雪紡繡花袖打褶長板上衣,台灣製花瓣開衩九分束褲/瑜珈褲,not_fit
AB14554,BA6262,雪紡繡花袖打褶長板上衣,觸膚涼感格紋腰鬆緊抽繩縮口長寬褲,fit
AB14554,CA2395,雪紡繡花袖打褶長板上衣,滿版印花綁帶不規則傘襬內裡中長裙,fit
AB14554,BA6218,雪紡繡花袖打褶長板上衣,彈力雙釦水洗窄管抽鬚纖腿牛仔褲,fit
AB14554,BA6260,雪紡繡花袖打褶長板上衣,質感後腰鬆緊垂墜感微寬打摺長褲,not_fit
AB14554,BA6247,雪紡繡花袖打褶長板上衣,高含棉撞色車線格紋拼接單寧短褲,fit
AB14554,CA2369,雪紡繡花袖打褶長板上衣,小雛菊不對稱蝴蝶綁結A字雪紡中長裙,fit
AB14555,CA2361,V領格紋七分袖長袖上衣,純色腰鬆緊綁帶口袋開衩A字長裙,fit
AB14555,BA6297,V領格紋七分袖長袖上衣,涼爽棉麻直條紋腰鬆緊九分寬褲,fit
AB14555,BA6236,V領格紋七分袖長袖上衣,高含棉鏤空繡花腰鬆緊波浪短褲,fit
AB14555,CA2326,V領格紋七分袖長袖上衣,正裝感口袋裝飾A字短裙,fit
AB14555,BA6294,V領格紋七分袖長袖上衣,純色高腰後鬆緊綁帶不對稱褲裙,fit
AB14555,BA6126,V領格紋七分袖長袖上衣,撞色造型口袋千鳥格鬆緊休閒褲,fit
AB14555,CA2229,V領格紋七分袖長袖上衣,高含棉開衩七分口袋A字窄裙,fit
AB14555,CA2244,V領格紋七分袖長袖上衣,高含棉修身高腰後鬆緊A字長裙,fit
AB14555,CA2293,V領格紋七分袖長袖上衣,純色高含棉後鬆緊側開衩長窄裙,fit
AB14555,BA6177,V領格紋七分袖長袖上衣,喇叭褲管抽鬚美型牛仔褲,fit
AB14555,BA6131,V領格紋七分袖長袖上衣,視覺-5KG。排釦塑腹高挑窄管牛仔褲,fit
AB14555,BA6143,V領格紋七分袖長袖上衣,A-LINE修長剪裁口袋短褲,fit
AB14555,CA2311,V領格紋七分袖長袖上衣,純色修身實搭排釦後鬆緊A字長裙,fit
AB14555,BA6156,V領格紋七分袖長袖上衣,純色質感腰部側腰綁帶A-LINE短褲,fit
AB14555,BA6346,V領格紋七分袖長袖上衣,高含棉纖長立體車線抽鬚牛仔喇叭褲,fit
AB14555,BA6341,V領格紋七分袖長袖上衣,高含棉率性刷色輕盈丹寧/牛仔寬褲,fit
AB14555,CA2355,V領格紋七分袖長袖上衣,腰鬆緊拼接立體太陽褶魚尾長裙,fit
AB14555,CA2375,V領格紋七分袖長袖上衣,輕婚紗．透膚雙層層次蕾絲長紗裙,fit
AB14555,BA6195,V領格紋七分袖長袖上衣,高含棉鬆緊腰鈕釦造型多口袋短褲/五分褲,fit
AB14555,CA2412,V領格紋七分袖長袖上衣,滿版印花層次A-Line荷葉魚尾短裙,not_fit
AB14565,CA2293,荷葉波浪垂墜大圓領七分袖上衣,純色高含棉後鬆緊側開衩長窄裙,fit
AB14565,BA6241,荷葉波浪垂墜大圓領七分袖上衣,韓系造型袋蓋琥珀排釦短褲,fit
AB14565,CA2351,荷葉波浪垂墜大圓領七分袖上衣,純色觸膚涼感腰鬆緊綁帶傘襬長裙,fit
AB14565,BA6327,荷葉波浪垂墜大圓領七分袖上衣,簡約修飾！高含棉造型綁帶後鬆緊A字短褲,fit
AB14565,CA2380,荷葉波浪垂墜大圓領七分袖上衣,高含棉中腰牛仔修身造型排釦七分窄裙,fit
AB14565,BA6322,荷葉波浪垂墜大圓領七分袖上衣,純色高含棉愛心刺繡高腰後鬆緊男友長褲,fit
AB14565,BA6047,荷葉波浪垂墜大圓領七分袖上衣,多色多口袋彈力顯瘦貼腿褲,fit
AB14565,CA2330,荷葉波浪垂墜大圓領七分袖上衣,高含棉率性斜排釦前開衩斜紋長裙,fit
AB14565,BA6204,荷葉波浪垂墜大圓領七分袖上衣,純色修身後鬆緊口袋寬短褲,fit
AB14565,BA6354,荷葉波浪垂墜大圓領七分袖上衣,質感簡約後鬆緊腰不對稱剪裁短褲裙,fit
AB14565,CA2278,荷葉波浪垂墜大圓領七分袖上衣,高含棉側開衩A-LINE牛仔裙,fit
AB14565,CA2263,荷葉波浪垂墜大圓領七分袖上衣,居家時尚。涼爽實搭修身腰鬆緊抽繩傘襬長裙,fit
AB14565,BA6191,荷葉波浪垂墜大圓領七分袖上衣,清涼關係學．涼感超彈布多色腰鬆緊纖瘦七分褲,fit
AB14565,BA6199,荷葉波浪垂墜大圓領七分袖上衣,拼色抽鬚牛仔長寬褲,fit
AB14565,BA6048,荷葉波浪垂墜大圓領七分袖上衣,純色觸膚涼感修身彈力腰鬆緊寬長褲,fit
AB14565,BA6352,荷葉波浪垂墜大圓領七分袖上衣,涼爽雪紡壓褶連身短袖長寬褲(附綁帶),wrong
AB14565,BA6257,荷葉波浪垂墜大圓領七分袖上衣,造型腰頭排釦寬褲/西裝褲,fit
AB14565,BA6091,荷葉波浪垂墜大圓領七分袖上衣,彈力牛仔水洗刷色開衩直筒長褲,fit
AB14565,CA2398,荷葉波浪垂墜大圓領七分袖上衣,碎花輕柔雪紡彈性內裡腰鬆緊長裙,fit
AB14565,BA6247,荷葉波浪垂墜大圓領七分袖上衣,高含棉撞色車線格紋拼接單寧短褲,fit
AB14573,BA6393,知性細條紋前短後長襯衫/長版上衣．附綁帶,前短後長腰彈不易皺美腿短褲,fit
AB14573,CA2354,知性細條紋前短後長襯衫/長版上衣．附綁帶,雪紡滿版印花荷葉A字短裙,not_fit
AB14573,BA6364,知性細條紋前短後長襯衫/長版上衣．附綁帶,高含棉．後腰彈性抽鬚大口袋短褲,fit
AB14573,BA6363,知性細條紋前短後長襯衫/長版上衣．附綁帶,質感OL純色造型口袋打褶短褲,fit
AB14573,KG1053,知性細條紋前短後長襯衫/長版上衣．附綁帶,學院風格紋不對稱百褶綁帶短裙,not_fit
AB14573,BA6228,知性細條紋前短後長襯衫/長版上衣．附綁帶,純色涼爽修身後鬆緊七分燈籠褲,fit
AB14573,BA6087,知性細條紋前短後長襯衫/長版上衣．附綁帶,含棉彈力牛仔修身造型腰頭寬長褲,fit
AB14573,CA2411,知性細條紋前短後長襯衫/長版上衣．附綁帶,滿版小圓點高腰鬆緊層次內裡蛋糕裙,fit
AB14573,BA6135,知性細條紋前短後長襯衫/長版上衣．附綁帶,視覺-5KG．清涼關係學涼感超彈布纖腰美型七分褲,fit
AB14573,CA2404,知性細條紋前短後長襯衫/長版上衣．附綁帶,純色A字長裙附夏日編織皮帶,fit
AB14573,BA6349,知性細條紋前短後長襯衫/長版上衣．附綁帶,可拆式腰帶直筒口袋九分西裝褲,fit
AB14573,BA6340,知性細條紋前短後長襯衫/長版上衣．附綁帶,高含棉寬鬆高腰收腹割破直筒牛仔長褲,fit
AB14573,BA6230,知性細條紋前短後長襯衫/長版上衣．附綁帶,清涼關係學．涼感多色配色條紋美腿褲,fit
AB14573,BA6179,知性細條紋前短後長襯衫/長版上衣．附綁帶,造型腰耳俐落垂墜打褶寬褲,fit
AB14573,CA2300,知性細條紋前短後長襯衫/長版上衣．附綁帶,全腰鬆緊波浪裙襬蛋糕長裙,not_fit
AB14573,BA6273,知性細條紋前短後長襯衫/長版上衣．附綁帶,高含棉格紋腰鬆緊口袋七分哈倫褲,not_fit
AB14573,BA6153,知性細條紋前短後長襯衫/長版上衣．附綁帶,知性簡約傘襬修身高腰寬褲,not_fit
AB14573,CA2324,知性細條紋前短後長襯衫/長版上衣．附綁帶,顯瘦實搭！高含棉斜紋短裙 附腰帶,fit
AB14573,BA6246,知性細條紋前短後長襯衫/長版上衣．附綁帶,純色高含棉拼接排釦腰鬆緊寬褲裙,not_fit
AB14573,BA6316,知性細條紋前短後長襯衫/長版上衣．附綁帶,高含棉牛仔高腰破損抽鬚寬版長褲,fit
AB14577,CA2393,葉子印花雪紡前短後長襯衫,純棉造型口袋開衩牛仔A字中長裙,fit
AB14577,BA6328,葉子印花雪紡前短後長襯衫,高含棉美型開衩九分直筒褲,fit
AB14577,BA6191,葉子印花雪紡前短後長襯衫,清涼關係學．涼感超彈布多色腰鬆緊纖瘦七分褲,fit
AB14577,BA6329,葉子印花雪紡前短後長襯衫,高含棉詐欺級美型開衩小喇叭長褲,fit
AB14577,CA2289,葉子印花雪紡前短後長襯衫,貼心褲裡！體涼感鬆緊腰荷葉A字短裙,fit
AB14577,BA6228,葉子印花雪紡前短後長襯衫,純色涼爽修身後鬆緊七分燈籠褲,fit
AB14577,CA2383,葉子印花雪紡前短後長襯衫,配色動物紋印花高腰後鬆緊傘襬長裙,not_fit
AB14577,BA6362,葉子印花雪紡前短後長襯衫,撞色配色裝飾後腰鬆緊西裝短褲,fit
AB14577,BA6215,葉子印花雪紡前短後長襯衫,純色修身彈力鬆緊腰口袋直筒長褲,fit
AB14577,BA6198,葉子印花雪紡前短後長襯衫,點點後露背綁帶蝴蝶結連身長寬褲,not_fit
AB14577,CA2370,葉子印花雪紡前短後長襯衫,知性條紋不對稱飄逸中長裙,not_fit
AB14577,BA6185,葉子印花雪紡前短後長襯衫,清涼關係學．涼感含棉彈力前開衩釦飾褲裙,fit
AB14577,BA6160,葉子印花雪紡前短後長襯衫,高含棉A字剪接水洗抽鬚牛仔褲,fit
