主款標記,StyleBookID,貼標款,顏色,貼標SKU,款主圖,分色主圖,平拍圖
0,2022072567926572,AB17528,白,AB17528-1-S,https://image.obdesign.com.tw/catalog/products/BA6823/BA6823@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17528/AB17528@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17528/AB17528@CB-T4-FCCC3B104A84839BEBF9.png
1,2022072595534783,DA9385,橙黃,DA9385-2-S,https://image.obdesign.com.tw/catalog/products/DA9385/DA9385@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9385/DA9385@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/DA9385/DA9385@CB-T4-5C9BB149CF749F48C508.png
0,2022072595534783,EA2961,白,EA2961-3-M,https://image.obdesign.com.tw/catalog/products/DA9385/DA9385@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2961/EA2961@CB-3-1.jpg,
1,2022072596945078,DA9403,土黃,DA9403-1-S,https://image.obdesign.com.tw/catalog/products/DA9403/DA9403@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9403/DA9403@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/DA9403/DA9403@CB-T4-4428073EB0540A687FBE.png
1,2022072713647135,AB17464,杏,AB17464-1-S,https://image.obdesign.com.tw/catalog/products/AB17464/AB17464@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17464/AB17464@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17464/AB17464@CB-T4-5A5A72043FE4C8BBAA3B.png
0,2022072713647135,EA3304,杏白,EA3304-1-S,https://image.obdesign.com.tw/catalog/products/AB17464/AB17464@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3304/EA3304@CB-1-1.jpg,
0,2022072713647135,BA6652,白,BA6652-2-S,https://image.obdesign.com.tw/catalog/products/AB17464/AB17464@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6652/BA6652@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/BA6652/BA6652@CB-T4-7DA1B5D44A246279A6AD.png
1,2022072736668502,AB17330,白,AB17330-1-S,https://image.obdesign.com.tw/catalog/products/AB17330/AB17330@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17330/AB17330@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17330/AB17330@CB-T4-676AA91E06A4880A9C1C.png
0,2022072736668502,BA6786,淺丹寧藍,BA6786-1-S,https://image.obdesign.com.tw/catalog/products/AB17330/AB17330@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6786/BA6786@CB-1-2.jpg,https://image.obdesign.com.tw/catalog/products/BA6786/BA6786@CB-T4-5DFD759ED034F36A8B88.png
1,2022072811982345,KS1044,灰,KS1044-1-S,https://image.obdesign.com.tw/catalog/products/KS1044/KS1044@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1044/KS1044@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1044/KS1044@CB-T4-8178C77C9914D9B95464.png
0,2022072811982345,AB17152,白,AB17152-1-S,https://image.obdesign.com.tw/catalog/products/KS1044/KS1044@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17152/AB17152@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17152/AB17152@CB-T4-9DA2D9C12E64CAF92B25.png
1,2022072825680316,KS1050,黑,KS1050-1-S,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@CB-T4-D5745C41ED144A1904E1.png
0,2022072825680316,AB16409,白,AB16409-1-S,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@1.jpg,https://image.obdesign.com.tw/catalog/products/AB16409/AB16409@CB-1-1.jpg,
0,2022072825680316,KS1067,黑,KS1067-4-S,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1067/KS1067@CB-4-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1067/KS1067@CB-T4-3AE65322B764CC492854.png
0,2022072825680316,KS1078,黑,KS1078-1-F,https://image.obdesign.com.tw/catalog/products/KS1050/KS1050@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1078/KS1078@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1078/KS1078@CB-T4-326CB12781147C6BB1DA.png
1,2022072831884924,KS1043,灰,KS1043-1-S,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@CB-T4-B5A73206A2A457FAEC4B.png
0,2022072831884924,KS1046,黑,KS1046-1-S,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1046/KS1046@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1046/KS1046@CB-T4-DA9BC18F024402A995FC.png
1,2022072849174712,KS1048,丹寧藍,KS1048-1-S,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@CB-T4-1D06406874C440984DDE.png
0,2022072849174712,KS1047,霧藍,KS1047-2-S,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-T4-F8DDE90D0CA442B99F8A.png
1,2022072859835972,KS1045,白,KS1045-2-S,https://image.obdesign.com.tw/catalog/products/KS1045/KS1045@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1045/KS1045@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1045/KS1045@CB-T4-9C4B21468EB49239FDF4.png
0,2022072859835972,KS1047,黑,KS1047-1-S,https://image.obdesign.com.tw/catalog/products/KS1045/KS1045@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-T4-F99E3A181694C708AA9C.png
1,2022072893082621,KS1049,灰粉紫,KS1049-2-S,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@CB-T4-A79EE3AD81A4CFA8F40E.png
0,2022072893082621,KS1048,灰粉紫,KS1048-2-S,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1048/KS1048@CB-T4-1F8BE98026B4DFFAC087.png
0,2022072893082621,KS1067,暗紫紅,KS1067-1-S,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1067/KS1067@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1067/KS1067@CB-T4-89FB36A2E594180B7AEF.png
0,2022072893082621,KS1047,灰粉紫,KS1047-3-S,https://image.obdesign.com.tw/catalog/products/KS1049/KS1049@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-3-1.jpg,https://image.obdesign.com.tw/catalog/products/KS1047/KS1047@CB-T4-2D4268964CA40A481792.png
1,2022080161813392,AB17003,灰粉,AB17003-3-S,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@CB-3-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@CB-T4-EAB369A86784125B620E.png
0,2022080161813392,BA6428,黑,BA6428-1-S,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6428/BA6428@CB-6-1.jpg,https://image.obdesign.com.tw/catalog/products/BA6428/BA6428@CB-T4-C9A262935E246AEB6C17.png
0,2022080161813392,EA3296,黑,EA3296-3-F,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3296/EA3296@CB-3-1.jpg,https://image.obdesign.com.tw/catalog/products/EA3296/EA3296@CB-T4-61BDE0255A549B3A797F.png
1,2022080185126318,AB17507,灰綠,AB17507-1-S,https://image.obdesign.com.tw/catalog/products/AB17507/AB17507@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17507/AB17507@CB-3-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17507/AB17507@CB-T4-D8097BF897A4A6EBB356.png
0,2022080185126318,BA3210,藍,BA3210-1-S,https://image.obdesign.com.tw/catalog/products/AB17507/AB17507@1.jpg,https://image.obdesign.com.tw/catalog/products/BA3210/BA3210@CB-1-1.jpg,
1,2022080197839264,AB17524,灰藍,AB17524-1-S,https://image.obdesign.com.tw/catalog/products/AB17524/AB17524@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17524/AB17524@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17524/AB17524@CB-T4-B2057D12DBB4F31A85E8.png
0,2022080197839264,EA3347,白,EA3347-1-F,https://image.obdesign.com.tw/catalog/products/AB17524/AB17524@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3347/EA3347@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/EA3347/EA3347@CB-T4-25FFB648B5C48BB8ED8A.png
0,2022080197839264,BA6151,卡其,BA6151-1-S,https://image.obdesign.com.tw/catalog/products/AB17524/AB17524@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6151/BA6151@CB-2-1.jpg,
1,2022080402062631,KL1429,灰,KL1429-1-L,https://image.obdesign.com.tw/catalog/products/KL1429/KL1429@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1429/KL1429@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1429/KL1429@CB-T4-74C70DB601A494598196.png
0,2022080402062631,KL1433,深藍,KL1433-1-L,https://image.obdesign.com.tw/catalog/products/KL1429/KL1429@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1433/KL1433@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1433/KL1433@CB-T4-B6F414E39A8446295CCF.png
1,2022080404420613,KG1413,粉紅,KG1413-1-S,https://image.obdesign.com.tw/catalog/products/KG1413/KG1413@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1413/KG1413@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1413/KG1413@CB-T4-20B648A482848BCA3F11.png
1,2022080406233106,KG1455,深藍,KG1455-1-S,https://image.obdesign.com.tw/catalog/products/KG1455/KG1455@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1455/KG1455@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1455/KG1455@CB-T4-769377341024B68A57F0.png
0,2022080406233106,BA6456,霧藍,BA6456-1-S,https://image.obdesign.com.tw/catalog/products/KG1455/KG1455@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6456/BA6456@CB-1-1.jpg,
1,2022080408740608,QA1536,灰粉紫,QA1536-2-110,https://image.obdesign.com.tw/catalog/products/QA1536/QA1536@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1536/QA1536@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1536/QA1536@CB-T4-62676848BC044EFBFEF1.png
1,2022080411441602,QA1575,黑,QA1575-1-110,https://image.obdesign.com.tw/catalog/products/QA1575/QA1575@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1575/QA1575@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1575/QA1575@CB-T4-B0AB61E85B94356B605E.png
0,2022080411441602,QA1227,黑色,QA1227-1-11,https://image.obdesign.com.tw/catalog/products/QA1575/QA1575@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1227/QA1227@CB-3-1.jpg,
1,2022080411577096,QA1559,靛藍,QA1559-1-110,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@CB-T4-D40C002325A485B85A9E.png
0,2022080411577096,QA1554,灰粉,QA1554-2-110,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1554/QA1554@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1554/QA1554@CB-T4-2804DB7773046278893F.png
1,2022080424310966,QA1523,卡其杏,QA1523-1-110,https://image.obdesign.com.tw/catalog/products/QA1523/QA1523@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1523/QA1523@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1523/QA1523@CB-T4-AB954A0ED3A478286D7F.png
1,2022080436220080,KL1459,深藍,KL1459-2-F,https://image.obdesign.com.tw/catalog/products/KL1459/KL1459@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1459/KL1459@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1459/KL1459@CB-T4-B113517317A4679B5E51.png
0,2022080436220080,KL1343,灰藍,KL1343-2-L,https://image.obdesign.com.tw/catalog/products/KL1459/KL1459@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1343/KL1343@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1343/KL1343@CB-T4-1FC79F168414D74A2D46.png
0,2022080436220080,KL1399,白,KL1399-2-L,https://image.obdesign.com.tw/catalog/products/KL1459/KL1459@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1399/KL1399@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1399/KL1399@CB-T4-25DFA2C9CF64F5FA042E.png
1,2022080441781012,QA1524,粉紅,QA1524-1-110,https://image.obdesign.com.tw/catalog/products/QA1524/QA1524@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1524/QA1524@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1524/QA1524@CB-T4-0B25631A4F04FE4B2C4F.png
1,2022080442383397,QA1546,櫻花粉,QA1546-1-110,https://image.obdesign.com.tw/catalog/products/QA1546/QA1546@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1546/QA1546@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1546/QA1546@CB-T4-8975027DFC04780BCB41.png
1,2022080445456335,QA1528,黑,QA1528-1-110,https://image.obdesign.com.tw/catalog/products/QA1528/QA1528@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1528/QA1528@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1528/QA1528@CB-T4-EF898DF3B644252B8BC0.png
1,2022080451022822,QA1555,靛藍,QA1555-1-110,https://image.obdesign.com.tw/catalog/products/QA1555/QA1555@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1555/QA1555@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/QA1555/QA1555@CB-T4-1A52320FF144F1FB94C1.png
1,2022080461979378,KL1452,丹寧藍,KL1452-2-L,https://image.obdesign.com.tw/catalog/products/KL1452/KL1452@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1452/KL1452@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1452/KL1452@CB-T4-2135F903E2840978CD86.png
0,2022080461979378,KL1099,白,KL1099-3-L,https://image.obdesign.com.tw/catalog/products/KL1452/KL1452@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1099/KL1099@CB-3-1.jpg,
1,2022080468560741,KL1460,霧藍,KL1460-1-F,https://image.obdesign.com.tw/catalog/products/KL1460/KL1460@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1460/KL1460@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1460/KL1460@CB-T4-5F012BD49A44A6F8CC42.png
0,2022080468560741,KL1280,白,KL1280-2-L,https://image.obdesign.com.tw/catalog/products/KL1460/KL1460@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1280/KL1280@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1280/KL1280@CB-T4-B166DE2F758472697E7F.png
0,2022080468560741,KL1099,白,KL1099-3-L,https://image.obdesign.com.tw/catalog/products/KL1460/KL1460@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1099/KL1099@CB-3-1.jpg,
1,2022080480223530,KL1386,淺水藍,KL1386-2-L,https://image.obdesign.com.tw/catalog/products/KL1386/KL1386@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1386/KL1386@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KL1386/KL1386@CB-T4-DFE95C79C894E4C81B51.png
1,2022080488297975,KG1448,薄荷綠,KG1448-2-S,https://image.obdesign.com.tw/catalog/products/KG1448/KG1448@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1448/KG1448@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1448/KG1448@CB-T4-F0B9AE471B04EDD96B02.png
1,2022080491745953,KG1449,黑,KG1449-1-S,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@CB-T4-27EB88D7F9E42D4A63E1.png
0,2022080491745953,KG1333,深藍,KG1333-1-S,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1333/KG1333@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1333/KG1333@CB-T4-3557BD53AC24B78872C0.png
0,2022080491745953,KG1349,褐,KG1349-1-S,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1349/KG1349@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/KG1349/KG1349@CB-T4-3EB0E8C1F5B46F68F474.png
1,2022080805073368,DA9402,卡其,DA9402-1-S,https://image.obdesign.com.tw/catalog/products/DA9402/DA9402@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9402/DA9402@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/DA9402/DA9402@CB-T4-CEB21C39F8149008D4BB.png
0,2022080805073368,ZC2719,銀,ZC2719-1-F,https://image.obdesign.com.tw/catalog/products/DA9402/DA9402@1.jpg,https://image.obdesign.com.tw/catalog/products/ZC2719/ZC2719@CB-1-1.jpg,
0,2022080805073368,FA2660,象牙白,FA2660-1-F,https://image.obdesign.com.tw/catalog/products/DA9402/DA9402@1.jpg,https://image.obdesign.com.tw/catalog/products/FA2660/FA2660@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/FA2660/FA2660@CB-T4-D5DEA6938F74B5399720.png
1,2022080812728830,AB17575,粉紅,AB17575-2-S,https://image.obdesign.com.tw/catalog/products/AB17575/AB17575@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17575/AB17575@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17575/AB17575@CB-T4-C2A79E8164D4D0CBEACA.png
0,2022080812728830,CA1450,米白,CA1450-1-S,https://image.obdesign.com.tw/catalog/products/AB17575/AB17575@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1450/CA1450@CB-1-1.jpg,
1,2022080815002875,AB17537,黑,AB17537-1-S,https://image.obdesign.com.tw/catalog/products/AB17537/AB17537@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17537/AB17537@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17537/AB17537@CB-T4-30C657438094E9497F56.png
0,2022080815002875,BA6007,淺杏,BA6007-2-S,https://image.obdesign.com.tw/catalog/products/AB17537/AB17537@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@CB-2-1.jpg,
1,2022080815059068,CA2639,褐,CA2639-2-S,https://image.obdesign.com.tw/catalog/products/CA2639/CA2639@1.jpg,https://image.obdesign.com.tw/catalog/products/CA2639/CA2639@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/CA2639/CA2639@CB-T4-D3497F5186F42D980FC2.png
0,2022080815059068,AB17501,白,AB17501-1-F,https://image.obdesign.com.tw/catalog/products/CA2639/CA2639@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17501/AB17501@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17501/AB17501@CB-T4-93622ABCA3A4E88BA44B.png
1,2022080816431947,AB17580,鐵灰,AB17580-2-S,https://image.obdesign.com.tw/catalog/products/AB17580/AB17580@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17580/AB17580@CB-2-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17580/AB17580@CB-T4-FB45EA322A440BEB790C.png
0,2022080816431947,BA2923,黑,BA2923-2-S,https://image.obdesign.com.tw/catalog/products/AB17580/AB17580@1.jpg,https://image.obdesign.com.tw/catalog/products/BA2923/BA2923@CB-2-1.jpg,
1,2022080817994113,AB17533,蜜桃,AB17533-1-S,https://image.obdesign.com.tw/catalog/products/AB17533/AB17533@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17533/AB17533@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/AB17533/AB17533@CB-T4-304658204834C6AA16EF.png
1,2022080822102523,DA9408,杏,DA9408-1-S,https://image.obdesign.com.tw/catalog/products/DA9408/DA9408@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9408/DA9408@CB-1-1.jpg,https://image.obdesign.com.tw/catalog/products/DA9408/DA9408@CB-T4-6B78EC00FD648228A2E5.png
0,2022080822102523,ZC2715,金,ZC2715-1-F,https://image.obdesign.com.tw/catalog/products/DA9408/DA9408@1.jpg,https://image.obdesign.com.tw/catalog/products/ZC2715/ZC2715@CB-1-1.jpg,
