,index,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
28,865,AB17126,上衣,率性休閒,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17126/AB17126@1.jpg,BA2779,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@1.jpg,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@CB-T4-DBD0356BDD543549A702.png
29,817,AB16941,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/AB16941/AB16941@1.jpg,BA2779,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@1.jpg,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@CB-T4-DBD0356BDD543549A702.png
30,850,AB17073,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/AB17073/AB17073@1.jpg,BA2779,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@1.jpg,https://image.obdesign.com.tw/catalog/products/BA2779/BA2779@CB-T4-DBD0356BDD543549A702.png
31,866,AB17126,上衣,率性休閒,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17126/AB17126@1.jpg,BA5556,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5556/BA5556@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5556/BA5556@CB-T4-178BD8E05104A7B8EBEE.png
32,5442,BA5556,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5556/BA5556@PIC-52.jpg,BA5556,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5556/BA5556@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5556/BA5556@CB-T4-178BD8E05104A7B8EBEE.png
33,491,AB17162,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/AB17162/AB17162@PIC-6.jpg,BA6727,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/BA6727/BA6727@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6727/BA6727@CB-T4-F4A5B1488794171826F8.png
34,556,KB1340,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/KB1340/KB1340@PIC-6.jpg,KB1351,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1351/KB1351@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1351/KB1351@CB-T4-805713281A545A8B4252.png
35,558,KB1344,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/KB1344/KB1344@PIC-11.jpg,KB1351,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1351/KB1351@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1351/KB1351@CB-T4-805713281A545A8B4252.png
36,557,KB1340,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/KB1340/KB1340@PIC-2.jpg,KB1352,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1352/KB1352@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1352/KB1352@CB-T4-695E1B99B044AF6B76A8.png
37,559,KB1444,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1444/KB1444@PIC-6.jpg,KB1430,褲子,清新甜美,,https://image.obdesign.com.tw/catalog/products/KB1430/KB1430@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1430/KB1430@CB-T4-B12DA511DB442CE8E43E.png
38,746,KL1256,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1256/KL1256@PIC-4.jpg,KL1284,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KL1284/KL1284@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1284/KL1284@CB-T4-D136E965DBD435FA1826.png
39,1063,KL1256,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1256/KL1256@1.jpg,KL1284,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KL1284/KL1284@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1284/KL1284@CB-T4-D136E965DBD435FA1826.png
40,1984,KL1275,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KL1275/KL1275@PIC-10.jpg,KL1257,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1257/KL1257@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1257/KL1257@CB-T4-68065DFA9FE4B6184771.png
41,2557,AB17156,上衣,率性休閒,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17156/AB17156@1.jpg,KL1257,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1257/KL1257@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1257/KL1257@CB-T4-68065DFA9FE4B6184771.png
42,751,KL1286,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1286/KL1286@PIC-2.jpg,KL1364,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/KL1364/KL1364@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1364/KL1364@CB-T4-9DA655D53C4449883F9C.png
43,752,KL1286,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1286/KL1286@PIC-9.jpg,KL1260,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1260/KL1260@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1260/KL1260@CB-T4-09ECF5E9F84403BB0F83.png
44,753,KL1361,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KL1361/KL1361@PIC-2.jpg,KL1260,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1260/KL1260@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1260/KL1260@CB-T4-09ECF5E9F84403BB0F83.png
45,1066,KL1286,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1286/KL1286@1.jpg,KL1369,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KL1369/KL1369@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1369/KL1369@CB-T4-63D195F23DD45C9BE9BF.png
46,754,KL1387,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1387/KL1387@PIC-7.jpg,KL1413,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1413/KL1413@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1413/KL1413@CB-T4-413316C630243A9A889B.png
47,1801,KL1387,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1387/KL1387@PIC-10.jpg,KL1391,外套,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KL1391/KL1391@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1391/KL1391@CB-T4-058393207CE41C8B2EC4.png
48,1987,KL1387,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KL1387/KL1387@PIC-2.jpg,KL1392,上衣,率性休閒,都會輕熟,https://image.obdesign.com.tw/catalog/products/KL1392/KL1392@1.jpg,https://image.obdesign.com.tw/catalog/products/KL1392/KL1392@CB-T4-FD84EA35EE1472EB8B28.png
49,793,KS0957,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KS0957/KS0957@PIC-9.jpg,KS0971,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KS0971/KS0971@1.jpg,https://image.obdesign.com.tw/catalog/products/KS0971/KS0971@CB-T4-2C4536F665040C2843EF.png
50,794,KS0961,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS0961/KS0961@PIC-6.jpg,KS0955,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS0955/KS0955@1.jpg,https://image.obdesign.com.tw/catalog/products/KS0955/KS0955@CB-T4-02E2AE0F262480187B9F.png
51,799,KS0981,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS0981/KS0981@PIC-1.jpg,KS0979,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS0979/KS0979@1.jpg,https://image.obdesign.com.tw/catalog/products/KS0979/KS0979@CB-T4-6A7B8109CE5481281ABF.png
52,800,KS1003,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1003/KS1003@PIC-7.jpg,KS1008,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1008/KS1008@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1008/KS1008@CB-T4-A66CCECDE2B4627904D1.png
53,1096,KS1003,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1003/KS1003@1.jpg,KS1008,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1008/KS1008@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1008/KS1008@CB-T4-A66CCECDE2B4627904D1.png
54,801,KS1005,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1005/KS1005@PIC-10.jpg,KS1001,褲子,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1001/KS1001@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1001/KS1001@CB-T4-851F8A187CC4E2B885AC.png
55,802,KS1014,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1014/KS1014@PIC-12.jpg,KS1015,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@CB-T4-A47C379B8864132AE064.png
56,1099,KS1014,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1014/KS1014@1.jpg,KS1015,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@CB-T4-A47C379B8864132AE064.png
57,1097,KS1009,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1009/KS1009@1.jpg,KS1015,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1015/KS1015@CB-T4-A47C379B8864132AE064.png
58,824,QA1438,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1438/QA1438@PIC-5.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
59,1148,QA1438,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1438/QA1438@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
60,830,QA1500,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1500/QA1500@PIC-5.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
61,1160,QA1500,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1500/QA1500@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
62,1147,QA1420,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1420/QA1420@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
63,1171,QA1594,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1594/QA1594@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
64,1172,QA1598,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1598/QA1598@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
65,1175,QA1607,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1607/QA1607@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
66,1182,QA1634,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1634/QA1634@1.jpg,QA1393,褲子,慵懶度假,,https://image.obdesign.com.tw/catalog/products/QA1393/QA1393@1.jpg,
67,1149,QA1438,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1438/QA1438@1.jpg,QA1416,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@CB-T4-6937D7F073244A3BFE05.png
68,1151,QA1447,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1447/QA1447@1.jpg,QA1416,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@CB-T4-6937D7F073244A3BFE05.png
69,1156,QA1467,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1467/QA1467@1.jpg,QA1416,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@CB-T4-6937D7F073244A3BFE05.png
70,1176,QA1607,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1607/QA1607@1.jpg,QA1416,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1416/QA1416@CB-T4-6937D7F073244A3BFE05.png
71,825,QA1447,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1447/QA1447@PIC-5.jpg,QA1443,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@CB-T4-E7D23943E044A9FAC0E1.png
72,1152,QA1447,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1447/QA1447@1.jpg,QA1443,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@CB-T4-E7D23943E044A9FAC0E1.png
73,5491,QA1443,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@PIC-26.jpg,QA1443,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1443/QA1443@CB-T4-E7D23943E044A9FAC0E1.png
74,826,QA1448,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1448/QA1448@PIC-3.jpg,QA1464,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1464/QA1464@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1464/QA1464@CB-T4-3F89E10460D4E6093C7C.png
75,1153,QA1448,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1448/QA1448@1.jpg,QA1464,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1464/QA1464@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1464/QA1464@CB-T4-3F89E10460D4E6093C7C.png
76,827,QA1461,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1461/QA1461@PIC-6.jpg,QA1414,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/QA1414/QA1414@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1414/QA1414@CB-T4-8F4276252F54654BE6F0.png
77,828,QA1481,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@PIC-1.jpg,QA1437,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1437/QA1437@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1437/QA1437@CB-T4-23FA0950DBF47F0842E9.png
78,831,QA1500,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1500/QA1500@PIC-2.jpg,QA1499,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@CB-T4-4EFA7E735FD4147B6E67.png
79,1161,QA1500,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1500/QA1500@1.jpg,QA1499,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@CB-T4-4EFA7E735FD4147B6E67.png
80,835,QA1526,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1526/QA1526@PIC-2.jpg,QA1499,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@CB-T4-4EFA7E735FD4147B6E67.png
81,1166,QA1526,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1526/QA1526@1.jpg,QA1499,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@CB-T4-4EFA7E735FD4147B6E67.png
82,1158,QA1472,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1472/QA1472@1.jpg,QA1499,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1499/QA1499@CB-T4-4EFA7E735FD4147B6E67.png
83,839,QA1554,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/QA1554/QA1554@PIC-13.jpg,QA1559,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@CB-T4-D40C002325A485B85A9E.png
84,1180,QA1620,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1620/QA1620@1.jpg,QA1559,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@CB-T4-D40C002325A485B85A9E.png
85,840,QA1564,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1564/QA1564@PIC-8.jpg,QA1571,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1571/QA1571@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1571/QA1571@CB-T4-097663EA4134775B26BC.png
86,1170,QA1564,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/QA1564/QA1564@1.jpg,QA1571,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1571/QA1571@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1571/QA1571@CB-T4-097663EA4134775B26BC.png
87,965,KB1323,上衣,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1323/KB1323@PIC-14.jpg,KB1334,裙子,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1334/KB1334@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1334/KB1334@CB-T4-7AB0294275248ACBBDC3.png
88,1424,KB1323,上衣,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1323/KB1323@1.jpg,KB1334,裙子,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/KB1334/KB1334@1.jpg,https://image.obdesign.com.tw/catalog/products/KB1334/KB1334@CB-T4-7AB0294275248ACBBDC3.png
