,index,main_url,mainID,style1,style2
65,65,https://image.obdesign.com.tw/catalog/products/AB17845/AB17845@1.jpg,AB17845,率性休閒,簡約質感
66,66,https://image.obdesign.com.tw/catalog/products/DA9508/DA9508@1.jpg,DA9508,清新甜美,溫柔浪漫
67,67,https://image.obdesign.com.tw/catalog/products/EA3449/EA3449@1.jpg,EA3449,率性休閒,態度個性
68,68,https://image.obdesign.com.tw/catalog/products/KL1501/KL1501@1.jpg,KL1501,率性休閒,簡約質感
69,69,https://image.obdesign.com.tw/catalog/products/FA2579/FA2579@1.jpg,FA2579,率性休閒,態度個性
70,70,https://image.obdesign.com.tw/catalog/products/AB16224/AB16224@1.jpg,AB16224,溫柔浪漫,大氣優雅
71,71,https://image.obdesign.com.tw/catalog/products/AB17597/AB17597@1.jpg,AB17597,簡約質感,都會輕熟
72,72,https://image.obdesign.com.tw/catalog/products/AB17970/AB17970@1.jpg,AB17970,簡約質感,都會輕熟
73,73,https://image.obdesign.com.tw/catalog/products/BA6989/BA6989@1.jpg,BA6989,簡約質感,
74,74,https://image.obdesign.com.tw/catalog/products/AB16025/AB16025@1.jpg,AB16025,簡約質感,大氣優雅
75,75,https://image.obdesign.com.tw/catalog/products/DA9500/DA9500@1.jpg,DA9500,率性休閒,態度個性
76,76,https://image.obdesign.com.tw/catalog/products/ZC2748/ZC2748@1.jpg,ZC2748,簡約質感,溫柔浪漫
77,77,https://image.obdesign.com.tw/catalog/products/FA2600/FA2600@1.jpg,FA2600,清新甜美,溫柔浪漫
78,78,https://image.obdesign.com.tw/catalog/products/DA9571/DA9571@1.jpg,DA9571,率性休閒,簡約質感
79,79,https://image.obdesign.com.tw/catalog/products/FA2609/FA2609@1.jpg,FA2609,率性休閒,簡約質感
80,80,https://image.obdesign.com.tw/catalog/products/EA3390/EA3390@1.jpg,EA3390,率性休閒,態度個性
81,81,https://image.obdesign.com.tw/catalog/products/KL1452/KL1452@1.jpg,KL1452,率性休閒,態度個性
82,82,https://image.obdesign.com.tw/catalog/products/AB18065/AB18065@1.jpg,AB18065,慵懶度假,性感迷人
83,83,https://image.obdesign.com.tw/catalog/products/AB17778/AB17778@1.jpg,AB17778,率性休閒,態度個性
84,84,https://image.obdesign.com.tw/catalog/products/KL1508/KL1508@1.jpg,KL1508,率性休閒,態度個性
85,85,https://image.obdesign.com.tw/catalog/products/FA2674/FA2674@1.jpg,FA2674,簡約質感,都會輕熟
86,86,https://image.obdesign.com.tw/catalog/products/AB18022/AB18022@1.jpg,AB18022,率性休閒,態度個性
87,87,https://image.obdesign.com.tw/catalog/products/KS1065/KS1065@1.jpg,KS1065,率性休閒,簡約質感
88,88,https://image.obdesign.com.tw/catalog/products/AB18142/AB18142@1.jpg,AB18142,,
89,89,https://image.obdesign.com.tw/catalog/products/AB17558/AB17558@1.jpg,AB17558,率性休閒,態度個性
90,90,https://image.obdesign.com.tw/catalog/products/AB18007/AB18007@1.jpg,AB18007,清新甜美,溫柔浪漫
91,91,https://image.obdesign.com.tw/catalog/products/AB16141/AB16141@1.jpg,AB16141,率性休閒,都會輕熟
92,92,https://image.obdesign.com.tw/catalog/products/FA2618/FA2618@1.jpg,FA2618,率性休閒,溫柔浪漫
93,93,https://image.obdesign.com.tw/catalog/products/AB18150/AB18150@1.jpg,AB18150,率性休閒,慵懶度假
94,94,https://image.obdesign.com.tw/catalog/products/AB17647/AB17647@1.jpg,AB17647,率性休閒,清新甜美
95,95,https://image.obdesign.com.tw/catalog/products/CA2685/CA2685@1.jpg,CA2685,簡約質感,清新甜美
96,96,https://image.obdesign.com.tw/catalog/products/BA6862/BA6862@1.jpg,BA6862,率性休閒,態度個性
97,97,https://image.obdesign.com.tw/catalog/products/AB17903/AB17903@1.jpg,AB17903,率性休閒,態度個性
98,98,https://image.obdesign.com.tw/catalog/products/ZC2821/ZC2821@1.jpg,ZC2821,率性休閒,態度個性
99,99,https://image.obdesign.com.tw/catalog/products/AB18097/AB18097@1.jpg,AB18097,清新甜美,溫柔浪漫
100,100,https://image.obdesign.com.tw/catalog/products/AB18100/AB18100@1.jpg,AB18100,清新甜美,溫柔浪漫
101,101,https://image.obdesign.com.tw/catalog/products/FA2681/FA2681@1.jpg,FA2681,率性休閒,簡約質感
102,102,https://image.obdesign.com.tw/catalog/products/CA2655/CA2655@1.jpg,CA2655,率性休閒,態度個性
103,103,https://image.obdesign.com.tw/catalog/products/KS1069/KS1069@1.jpg,KS1069,率性休閒,態度個性
104,104,https://image.obdesign.com.tw/catalog/products/DA9450/DA9450@1.jpg,DA9450,清新甜美,溫柔浪漫
105,105,https://image.obdesign.com.tw/catalog/products/ZQ0047/ZQ0047@1.jpg,ZQ0047,率性休閒,
106,106,https://image.obdesign.com.tw/catalog/products/DA9562/DA9562@1.jpg,DA9562,簡約質感,
107,107,https://image.obdesign.com.tw/catalog/products/AB17974/AB17974@1.jpg,AB17974,清新甜美,溫柔浪漫
108,108,https://image.obdesign.com.tw/catalog/products/EA3400/EA3400@1.jpg,EA3400,率性休閒,態度個性
109,109,https://image.obdesign.com.tw/catalog/products/DA9532/DA9532@1.jpg,DA9532,簡約質感,
110,110,https://image.obdesign.com.tw/catalog/products/AB17818/AB17818@1.jpg,AB17818,率性休閒,簡約質感
111,111,https://image.obdesign.com.tw/catalog/products/AB18232/AB18232@1.jpg,AB18232,,
112,112,https://image.obdesign.com.tw/catalog/products/AB16345/AB16345@1.jpg,AB16345,簡約質感,都會輕熟
113,113,https://image.obdesign.com.tw/catalog/products/KS1080/KS1080@1.jpg,KS1080,率性休閒,態度個性
114,114,https://image.obdesign.com.tw/catalog/products/BA6928/BA6928@1.jpg,BA6928,簡約質感,都會輕熟
115,115,https://image.obdesign.com.tw/catalog/products/AB17962/AB17962@1.jpg,AB17962,簡約質感,溫柔浪漫
116,116,https://image.obdesign.com.tw/catalog/products/DA9391/DA9391@1.jpg,DA9391,簡約質感,溫柔浪漫
117,117,https://image.obdesign.com.tw/catalog/products/FA2635/FA2635@1.jpg,FA2635,簡約質感,都會輕熟
118,118,https://image.obdesign.com.tw/catalog/products/AB17547/AB17547@1.jpg,AB17547,清新甜美,溫柔浪漫
119,119,https://image.obdesign.com.tw/catalog/products/AB17680/AB17680@1.jpg,AB17680,簡約質感,大氣優雅
120,120,https://image.obdesign.com.tw/catalog/products/KB1425/KB1425@1.jpg,KB1425,清新甜美,
121,121,https://image.obdesign.com.tw/catalog/products/AB17851/AB17851@1.jpg,AB17851,清新甜美,溫柔浪漫
122,122,https://image.obdesign.com.tw/catalog/products/MA0537/MA0537@1.jpg,MA0537,簡約質感,溫柔浪漫
123,123,https://image.obdesign.com.tw/catalog/products/AB17542/AB17542@1.jpg,AB17542,率性休閒,簡約質感
124,124,https://image.obdesign.com.tw/catalog/products/AB17664/AB17664@1.jpg,AB17664,率性休閒,態度個性
125,125,https://image.obdesign.com.tw/catalog/products/EA3404/EA3404@1.jpg,EA3404,率性休閒,簡約質感
126,126,https://image.obdesign.com.tw/catalog/products/EA3475/EA3475@1.jpg,EA3475,簡約質感,態度個性
127,127,https://image.obdesign.com.tw/catalog/products/EA3435/EA3435@1.jpg,EA3435,率性休閒,簡約質感
128,128,https://image.obdesign.com.tw/catalog/products/DA9509/DA9509@1.jpg,DA9509,簡約質感,溫柔浪漫
129,129,https://image.obdesign.com.tw/catalog/products/AB18171/AB18171@1.jpg,AB18171,,
130,130,https://image.obdesign.com.tw/catalog/products/DA9462/DA9462@1.jpg,DA9462,簡約質感,清新甜美
131,131,https://image.obdesign.com.tw/catalog/products/FA2691/FA2691@1.jpg,FA2691,率性休閒,簡約質感
132,132,https://image.obdesign.com.tw/catalog/products/AB17919/AB17919@1.jpg,AB17919,率性休閒,態度個性
133,133,https://image.obdesign.com.tw/catalog/products/EA3395/EA3395@1.jpg,EA3395,率性休閒,態度個性
134,134,https://image.obdesign.com.tw/catalog/products/AB17968/AB17968@1.jpg,AB17968,簡約質感,大氣優雅
135,135,https://image.obdesign.com.tw/catalog/products/AB17994/AB17994@1.jpg,AB17994,率性休閒,態度個性
136,136,https://image.obdesign.com.tw/catalog/products/FA2629/FA2629@1.jpg,FA2629,率性休閒,簡約質感
137,137,https://image.obdesign.com.tw/catalog/products/AB17512/AB17512@1.jpg,AB17512,簡約質感,清新甜美
138,138,https://image.obdesign.com.tw/catalog/products/AB8262/AB8262@1.jpg,AB8262,率性休閒,清新甜美
139,139,https://image.obdesign.com.tw/catalog/products/AB18185/AB18185@1.jpg,AB18185,清新甜美,
140,140,https://image.obdesign.com.tw/catalog/products/BA6951/BA6951@1.jpg,BA6951,率性休閒,慵懶度假
141,141,https://image.obdesign.com.tw/catalog/products/AB18082/AB18082@1.jpg,AB18082,,
142,142,https://image.obdesign.com.tw/catalog/products/AB18138/AB18138@1.jpg,AB18138,率性休閒,態度個性
143,143,https://image.obdesign.com.tw/catalog/products/BA6855/BA6855@1.jpg,BA6855,率性休閒,簡約質感
144,144,https://image.obdesign.com.tw/catalog/products/AB17955/AB17955@1.jpg,AB17955,率性休閒,簡約質感
145,145,https://image.obdesign.com.tw/catalog/products/DA9490/DA9490@1.jpg,DA9490,率性休閒,清新甜美
146,146,https://image.obdesign.com.tw/catalog/products/AB18154/AB18154@1.jpg,AB18154,清新甜美,溫柔浪漫
147,147,https://image.obdesign.com.tw/catalog/products/AB17003/AB17003@1.jpg,AB17003,簡約質感,態度個性
148,148,https://image.obdesign.com.tw/catalog/products/DA9531/DA9531@1.jpg,DA9531,簡約質感,溫柔浪漫
149,149,https://image.obdesign.com.tw/catalog/products/DA9424/DA9424@1.jpg,DA9424,簡約質感,大氣優雅
150,150,https://image.obdesign.com.tw/catalog/products/AB16997/AB16997@1.jpg,AB16997,,
151,151,https://image.obdesign.com.tw/catalog/products/QA1608/QA1608@1.jpg,QA1608,率性休閒,
152,152,https://image.obdesign.com.tw/catalog/products/KL1448/KL1448@1.jpg,KL1448,率性休閒,其他
153,153,https://image.obdesign.com.tw/catalog/products/QA1559/QA1559@1.jpg,QA1559,率性休閒,
154,154,https://image.obdesign.com.tw/catalog/products/AB17978/AB17978@1.jpg,AB17978,率性休閒,清新甜美
155,155,https://image.obdesign.com.tw/catalog/products/AB17888/AB17888@1.jpg,AB17888,清新甜美,溫柔浪漫
156,156,https://image.obdesign.com.tw/catalog/products/QA1594/QA1594@1.jpg,QA1594,清新甜美,
157,157,https://image.obdesign.com.tw/catalog/products/AB17973/AB17973@1.jpg,AB17973,率性休閒,清新甜美
158,158,https://image.obdesign.com.tw/catalog/products/AB17700/AB17700@1.jpg,AB17700,簡約質感,都會輕熟
159,159,https://image.obdesign.com.tw/catalog/products/AB18114/AB18114@1.jpg,AB18114,清新甜美,溫柔浪漫
160,160,https://image.obdesign.com.tw/catalog/products/FA2663/FA2663@1.jpg,FA2663,率性休閒,簡約質感
161,161,https://image.obdesign.com.tw/catalog/products/DA9427/DA9427@1.jpg,DA9427,清新甜美,
162,162,https://image.obdesign.com.tw/catalog/products/AB17571/AB17571@1.jpg,AB17571,簡約質感,慵懶度假
163,163,https://image.obdesign.com.tw/catalog/products/BA6524/BA6524@1.jpg,BA6524,簡約質感,都會輕熟
164,164,https://image.obdesign.com.tw/catalog/products/AB18079/AB18079@1.jpg,AB18079,簡約質感,
165,165,https://image.obdesign.com.tw/catalog/products/BA6797/BA6797@1.jpg,BA6797,清新甜美,溫柔浪漫
166,166,https://image.obdesign.com.tw/catalog/products/DA9567/DA9567@1.jpg,DA9567,簡約質感,溫柔浪漫
167,167,https://image.obdesign.com.tw/catalog/products/AB17946/AB17946@1.jpg,AB17946,率性休閒,簡約質感
168,168,https://image.obdesign.com.tw/catalog/products/EA3386/EA3386@1.jpg,EA3386,率性休閒,簡約質感
169,169,https://image.obdesign.com.tw/catalog/products/DA9422/DA9422@1.jpg,DA9422,溫柔浪漫,性感迷人
170,170,https://image.obdesign.com.tw/catalog/products/BA6842/BA6842@1.jpg,BA6842,率性休閒,慵懶度假
171,171,https://image.obdesign.com.tw/catalog/products/FA2632/FA2632@1.jpg,FA2632,清新甜美,溫柔浪漫
172,172,https://image.obdesign.com.tw/catalog/products/BA6954/BA6954@1.jpg,BA6954,率性休閒,都會輕熟
173,173,https://image.obdesign.com.tw/catalog/products/EA3375/EA3375@1.jpg,EA3375,率性休閒,態度個性
174,174,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,KG1449,率性休閒,態度個性
175,175,https://image.obdesign.com.tw/catalog/products/AB17684/AB17684@1.jpg,AB17684,簡約質感,大氣優雅
176,176,https://image.obdesign.com.tw/catalog/products/FA2628/FA2628@1.jpg,FA2628,清新甜美,溫柔浪漫
177,177,https://image.obdesign.com.tw/catalog/products/AB17930/AB17930@1.jpg,AB17930,清新甜美,溫柔浪漫
178,178,https://image.obdesign.com.tw/catalog/products/QA1571/QA1571@1.jpg,QA1571,率性休閒,
179,179,https://image.obdesign.com.tw/catalog/products/QA1546/QA1546@1.jpg,QA1546,清新甜美,
180,180,https://image.obdesign.com.tw/catalog/products/AB18151/AB18151@1.jpg,AB18151,簡約質感,
181,181,https://image.obdesign.com.tw/catalog/products/DA9507/DA9507@1.jpg,DA9507,清新甜美,溫柔浪漫
182,182,https://image.obdesign.com.tw/catalog/products/BA6833/BA6833@1.jpg,BA6833,率性休閒,簡約質感
183,183,https://image.obdesign.com.tw/catalog/products/KL1491/KL1491@1.jpg,KL1491,率性休閒,態度個性
184,184,https://image.obdesign.com.tw/catalog/products/MA0501/MA0501@1.jpg,MA0501,率性休閒,
185,185,https://image.obdesign.com.tw/catalog/products/KL1428/KL1428@1.jpg,KL1428,率性休閒,態度個性
186,186,https://image.obdesign.com.tw/catalog/products/DA9487/DA9487@1.jpg,DA9487,率性休閒,簡約質感
187,187,https://image.obdesign.com.tw/catalog/products/AB17947/AB17947@1.jpg,AB17947,清新甜美,溫柔浪漫
188,188,https://image.obdesign.com.tw/catalog/products/KL1532/KL1532@1.jpg,KL1532,,
189,189,https://image.obdesign.com.tw/catalog/products/DA9541/DA9541@1.jpg,DA9541,清新甜美,溫柔浪漫
190,190,https://image.obdesign.com.tw/catalog/products/AB18280/AB18280@1.jpg,AB18280,率性休閒,態度個性
191,191,https://image.obdesign.com.tw/catalog/products/AB18033/AB18033@1.jpg,AB18033,率性休閒,清新甜美
192,192,https://image.obdesign.com.tw/catalog/products/AB18183/AB18183@1.jpg,AB18183,率性休閒,慵懶度假
193,193,https://image.obdesign.com.tw/catalog/products/ZC2750/ZC2750@1.jpg,ZC2750,簡約質感,溫柔浪漫
194,194,https://image.obdesign.com.tw/catalog/products/KS1085/KS1085@1.jpg,KS1085,率性休閒,態度個性
195,195,https://image.obdesign.com.tw/catalog/products/AB18268/AB18268@1.jpg,AB18268,,
196,196,https://image.obdesign.com.tw/catalog/products/AB16797/AB16797@1.jpg,AB16797,簡約質感,溫柔浪漫
197,197,https://image.obdesign.com.tw/catalog/products/DA9588/DA9588@1.jpg,DA9588,,
198,198,https://image.obdesign.com.tw/catalog/products/EA3448/EA3448@1.jpg,EA3448,率性休閒,簡約質感
199,199,https://image.obdesign.com.tw/catalog/products/AB17537/AB17537@1.jpg,AB17537,清新甜美,溫柔浪漫
200,200,https://image.obdesign.com.tw/catalog/products/AB18141/AB18141@1.jpg,AB18141,簡約質感,大氣優雅
201,201,https://image.obdesign.com.tw/catalog/products/AB18133/AB18133@1.jpg,AB18133,率性休閒,態度個性
202,202,https://image.obdesign.com.tw/catalog/products/AB17510/AB17510@1.jpg,AB17510,簡約質感,都會輕熟
203,203,https://image.obdesign.com.tw/catalog/products/FA2649/FA2649@1.jpg,FA2649,大氣優雅,性感迷人
204,204,https://image.obdesign.com.tw/catalog/products/AB17507/AB17507@1.jpg,AB17507,率性休閒,態度個性
205,205,https://image.obdesign.com.tw/catalog/products/KL1473/KL1473@1.jpg,KL1473,率性休閒,態度個性
206,206,https://image.obdesign.com.tw/catalog/products/KS1083/KS1083@1.jpg,KS1083,率性休閒,態度個性
207,207,https://image.obdesign.com.tw/catalog/products/FA2633/FA2633@1.jpg,FA2633,清新甜美,溫柔浪漫
208,208,https://image.obdesign.com.tw/catalog/products/AB16491/AB16491@1.jpg,AB16491,清新甜美,溫柔浪漫
209,209,https://image.obdesign.com.tw/catalog/products/AB17957/AB17957@1.jpg,AB17957,簡約質感,都會輕熟
210,210,https://image.obdesign.com.tw/catalog/products/KS1094/KS1094@1.jpg,KS1094,率性休閒,性感迷人
211,211,https://image.obdesign.com.tw/catalog/products/AB17909/AB17909@1.jpg,AB17909,簡約質感,溫柔浪漫
212,212,https://image.obdesign.com.tw/catalog/products/FA2700/FA2700@1.jpg,FA2700,率性休閒,簡約質感
213,213,https://image.obdesign.com.tw/catalog/products/AB18071/AB18071@1.jpg,AB18071,清新甜美,溫柔浪漫
214,214,https://image.obdesign.com.tw/catalog/products/CA2690/CA2690@1.jpg,CA2690,清新甜美,溫柔浪漫
215,215,https://image.obdesign.com.tw/catalog/products/BA6925/BA6925@1.jpg,BA6925,率性休閒,簡約質感
216,216,https://image.obdesign.com.tw/catalog/products/QA1620/QA1620@1.jpg,QA1620,清新甜美,
217,217,https://image.obdesign.com.tw/catalog/products/DA9579/DA9579@1.jpg,DA9579,率性休閒,清新甜美
218,218,https://image.obdesign.com.tw/catalog/products/DA9471/DA9471@1.jpg,DA9471,簡約質感,大氣優雅
219,219,https://image.obdesign.com.tw/catalog/products/AB17681/AB17681@1.jpg,AB17681,率性休閒,簡約質感
220,220,https://image.obdesign.com.tw/catalog/products/FA2614/FA2614@1.jpg,FA2614,清新甜美,溫柔浪漫
221,221,https://image.obdesign.com.tw/catalog/products/EA3198/EA3198@1.jpg,EA3198,簡約質感,大氣優雅
222,222,https://image.obdesign.com.tw/catalog/products/KL1537/KL1537@1.jpg,KL1537,,
223,223,https://image.obdesign.com.tw/catalog/products/AB17870/AB17870@1.jpg,AB17870,率性休閒,簡約質感
224,224,https://image.obdesign.com.tw/catalog/products/FA2595/FA2595@1.jpg,FA2595,清新甜美,溫柔浪漫
225,225,https://image.obdesign.com.tw/catalog/products/CA2726/CA2726@1.jpg,CA2726,,
226,226,https://image.obdesign.com.tw/catalog/products/BA6893/BA6893@1.jpg,BA6893,率性休閒,簡約質感
227,227,https://image.obdesign.com.tw/catalog/products/FA2648/FA2648@1.jpg,FA2648,清新甜美,溫柔浪漫
228,228,https://image.obdesign.com.tw/catalog/products/EA3484/EA3484@1.jpg,EA3484,性感迷人,
229,229,https://image.obdesign.com.tw/catalog/products/EA3430/EA3430@1.jpg,EA3430,簡約質感,
230,230,https://image.obdesign.com.tw/catalog/products/AB17526/AB17526@1.jpg,AB17526,清新甜美,溫柔浪漫
231,231,https://image.obdesign.com.tw/catalog/products/DA9494/DA9494@1.jpg,DA9494,率性休閒,簡約質感
232,232,https://image.obdesign.com.tw/catalog/products/AB18225/AB18225@1.jpg,AB18225,,
233,233,https://image.obdesign.com.tw/catalog/products/AB16467/AB16467@1.jpg,AB16467,簡約質感,溫柔浪漫
234,234,https://image.obdesign.com.tw/catalog/products/DA9525/DA9525@1.jpg,DA9525,清新甜美,溫柔浪漫
235,235,https://image.obdesign.com.tw/catalog/products/CA2730/CA2730@1.jpg,CA2730,,
236,236,https://image.obdesign.com.tw/catalog/products/FA2720/FA2720@1.jpg,FA2720,清新甜美,溫柔浪漫
237,237,https://image.obdesign.com.tw/catalog/products/AB17543/AB17543@1.jpg,AB17543,率性休閒,態度個性
238,238,https://image.obdesign.com.tw/catalog/products/KL1440/KL1440@1.jpg,KL1440,率性休閒,簡約質感
239,239,https://image.obdesign.com.tw/catalog/products/CA2433/CA2433@1.jpg,CA2433,簡約質感,大氣優雅
240,240,https://image.obdesign.com.tw/catalog/products/AB17844/AB17844@1.jpg,AB17844,清新甜美,溫柔浪漫
241,241,https://image.obdesign.com.tw/catalog/products/EA3368/EA3368@1.jpg,EA3368,率性休閒,慵懶度假
242,242,https://image.obdesign.com.tw/catalog/products/AB17607/AB17607@1.jpg,AB17607,清新甜美,溫柔浪漫
243,243,https://image.obdesign.com.tw/catalog/products/AB16214/AB16214@1.jpg,AB16214,率性休閒,態度個性
244,244,https://image.obdesign.com.tw/catalog/products/DA9413/DA9413@1.jpg,DA9413,簡約質感,性感迷人
245,245,https://image.obdesign.com.tw/catalog/products/AB17874/AB17874@1.jpg,AB17874,清新甜美,溫柔浪漫
